Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Surface Area (m^2) by color category: 0,Surface Area (m^2) by color category: 1,Surface Area (m^2) by color category: 2,Surface Area (m^2) by color category: 3,Surface Area (m^2) by color category: 4,Surface Area (m^2) by color category: 5,Surface Area (m^2) by color category: 6,Surface Area (m^2) by color category: 7,Surface Area (m^2) by color category: 8,Surface Area (m^2) by color category: 9,Surface Area (m^2) by color category: 10,Surface Area (m^2) by color category: 11,Surface Area (m^2) by color category: 12,Surface Area (m^2) by color category: 13,Surface Area (m^2) by color category: 14,Surface Area (m^2) by color category: 15,Surface Area (m^2) by color category: 16,Surface Area (m^2) by color category: 17,Surface Area (m^2) by color category: 18,Surface Area (m^2) by color category: 19,Surface Area (m^2) by color category: 20,Surface Area (m^2) by color category: 21,Surface Area (m^2) by color category: 22,Surface Area (m^2) by color category: 23,Surface Area (m^2) by color category: 24,Surface Area (m^2) by color category: 25,Surface Area (m^2) by color category: 26,Surface Area (m^2) by color category: 27,Surface Area (m^2) by color category: 28,Surface Area (m^2) by color category: 29,Surface Area (m^2) by color category: 30,Surface Area (m^2) by color category: 31,Surface Area (m^2) by color category: 32,Surface Area (m^2) by color category: 33,Surface Area (m^2) by color category: 34,Surface Area (m^2) by color category: 35,Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
7985,7985,Mesh,30.15188699,5.494814115,5.95E-06,5.23E-06,0,0.000217528,0.000106103,8.16E-05,4.57E-05,8.89E-05,1.21E-05,4.48E-07,4.93E-05,0,0,0,0,4.15E-05,0.000686697,4.34E-05,2.09E-06,0.000296213,1.60E-05,4.11E-05,5.97E-05,2.58E-05,0.000276846,0.000420763,0.000194868,1.32E-06,9.39E-05,0,8.33E-05,0,5.81E-05,3.94E-05,0,2.12E-05,4.114874332,0.319070432,3.7958039,8.237250468,27.13844244
7993,7993,Mesh,28.98416652,5.147335685,3.65E-07,1.42E-05,0,0.000243156,0.00010132,9.46E-06,2.95E-06,3.44E-05,6.76E-07,0,0.000186148,0,0,5.45E-07,0,0.000205203,0.00061135,2.65E-05,0,0.000329579,3.23E-05,1.83E-05,0.000176685,5.63E-06,0.000269752,0.000148583,0.00015569,6.59E-08,1.95E-05,0,0.000296602,0,5.82E-06,2.93E-06,0,8.94E-07,3.948228007,0.292711486,3.655516521,8.111248565,26.08194757
7994,7994,Mesh,34.6852358,7.736304426,1.04E-05,2.92E-05,0,0.000336973,0.000126001,1.52E-05,4.30E-06,0.000100026,2.26E-07,0,0.000129616,0,0,7.55E-08,0,0.00016049,0.00077604,5.38E-05,0,0.0003219,6.73E-05,2.49E-05,0.000142997,3.71E-05,0.000379799,0.000375898,0.000154834,5.52E-06,0.000118284,0,8.33E-05,0,9.03E-06,5.04E-06,0,2.60E-07,3.736677278,0.299111211,3.437566068,10.04299334,37.35210831
8046,8046,Mesh,29.37353792,6.045129113,5.03E-06,3.08E-06,0,0.000192486,8.28E-05,0.000113269,0.00012004,0.000100901,2.00E-05,7.01E-08,0.000126658,0,0,0,0,9.63E-05,0.000588379,5.82E-05,1.86E-06,0.000262985,2.02E-05,1.46E-05,9.03E-05,3.80E-05,0.000294502,0.000272654,0.000126814,2.39E-05,8.83E-05,0,5.19E-05,0,3.09E-05,4.48E-05,0,6.85E-05,3.663174823,0.275615379,3.387559444,7.793714929,27.10401987
8060,8060,Mesh,69.84473375,11.64724172,4.32E-05,3.91E-06,0,0.000225988,0.000548445,5.12E-05,0.000179961,0.000445594,3.66E-05,0,1.22E-05,0,0,8.87E-06,0,0.000403336,0.001150675,6.40E-05,0,0.000266037,0.000367541,6.11E-05,0.000115644,0.000331886,0.000983737,0.000962693,0.000286558,2.88E-06,0.000221052,3.12E-06,2.82E-05,0,1.60E-05,5.15E-05,6.71E-07,0.000111962,6.600534261,0.2732388,6.327295461,26.66614094,98.62004925
8134,8134,Mesh,29.90603675,5.888375154,3.79E-07,6.91E-07,0,0.000122645,0.000248998,3.76E-05,2.92E-05,1.81E-05,6.76E-06,0,0.00019064,0,0,1.41E-07,0,9.05E-05,0.00104108,3.20E-05,1.08E-07,0.000223091,6.74E-05,1.93E-05,7.30E-05,9.07E-06,0.000197377,0.000197953,0.00012836,2.82E-07,0.000122014,0,7.73E-05,0,3.38E-05,1.96E-05,0,3.24E-06,4.02628856,0.317672007,3.708616553,9.699369563,29.66887252
8161,8161,Mesh,25.50219963,4.39303349,1.72E-05,2.67E-06,0,0.000185706,0.000134363,8.06E-05,1.17E-06,2.41E-05,2.43E-07,0,0.000104809,0,0,1.83E-07,0,9.46E-05,0.000561132,0,0,0.000241867,1.95E-05,7.42E-06,9.49E-05,2.21E-05,0.000289809,0.000239975,1.31E-05,0,0.000151073,5.31E-07,0.000179795,0,7.37E-05,9.46E-06,0,1.39E-07,4.119652146,0.341160427,3.778491718,6.752325475,21.23957018
8197,8197,Mesh,54.70700747,8.468471947,1.18E-05,2.02E-06,0,0.000194399,0.000328435,0.000100464,4.83E-06,7.23E-05,2.15E-06,0,0.00015199,0,0,9.06E-07,0,0.000488568,0.00082344,4.11E-06,0,0.00019641,0.000162357,3.34E-05,0.001097709,2.71E-05,0.001069408,0.000377991,8.81E-05,0,4.98E-05,5.00E-07,0.000109214,0,4.50E-05,2.71E-05,0,1.36E-06,7.123020496,0.270424547,6.852595949,17.91404157,84.88012448
8216,8216,Mesh,41.66546623,7.690371608,8.59E-05,3.82E-06,0,0.000198352,8.55E-05,5.80E-05,0.000216624,7.44E-05,1.18E-05,0,5.44E-05,0,0,1.82E-07,0,0.000126997,0.001565178,0.00010751,0,0.000243969,2.38E-05,1.09E-05,0.000156797,1.75E-05,0.000321688,0.000314718,0.000278913,3.26E-07,6.53E-05,7.35E-07,7.42E-05,0,3.23E-05,3.44E-05,0,2.27E-06,4.266996893,0.294082517,3.972914376,11.54673284,44.72709432
8250,8250,Mesh,25.92340688,4.67827654,6.87E-06,8.17E-06,0,0.000183806,0.000168322,6.75E-05,5.45E-05,0.000163139,8.48E-06,0,0.000125996,0,0,1.16E-07,0,8.36E-05,0.000416324,0.000144021,7.28E-08,0.000155807,5.25E-05,5.86E-06,5.01E-05,1.37E-05,0.000168559,0.000139661,0.000253558,4.47E-06,0.00012659,0,9.88E-05,0,4.24E-05,2.50E-05,0,2.44E-05,3.137522351,0.299602157,2.837920194,7.263125089,18.74932522
8263,8263,Mesh,26.94026518,5.012600844,0,5.29E-06,0,0.000232422,0.000137946,2.55E-05,1.01E-06,4.14E-05,0,0,0.000120616,0,0,1.25E-07,0,0.000194645,0.000468139,3.18E-05,0,0.000507318,3.63E-05,1.78E-05,0.000155872,2.31E-05,0.000314643,0.000143058,0.000115598,4.68E-06,1.67E-05,0,8.72E-05,0,5.79E-06,7.09E-06,0,0,3.528998188,0.329881888,3.1991163,7.129893345,23.03863455
8317,8317,Mesh,26.07113607,4.41598587,8.73E-06,1.01E-05,0,0.000334331,3.06E-05,1.83E-05,0.000166407,1.10E-05,8.85E-06,0,7.32E-05,0,0,0,0,7.58E-06,0.000791821,1.65E-05,1.55E-06,0.000358429,1.24E-05,1.71E-05,3.24E-05,1.14E-05,7.85E-05,8.18E-05,0.000158544,1.81E-05,0.000107693,2.85E-07,4.45E-05,0,7.11E-06,2.68E-05,0,0.000173071,4.388209944,0.279090673,4.109119271,7.060221989,24.76819309
8397,8397,Mesh,42.9914073,7.883582514,0,6.23E-06,0,0.000172478,0.000235822,9.17E-05,0.00015339,0.000109274,1.90E-05,0,8.68E-05,0,0,3.02E-06,0,0.000244907,0.00082672,5.45E-05,2.31E-07,0.000336,0.000170602,3.12E-05,0.000248023,8.14E-05,0.000568571,0.00042471,0.000172066,1.87E-05,0.000102264,0,2.52E-05,0,1.05E-05,7.02E-05,0,3.56E-05,4.369422232,0.289314191,4.080108041,12.55353151,52.09167489
8410,8410,Mesh,24.94292218,5.327317078,0,1.91E-07,0,0.000115218,0.000201,7.81E-05,0.000124042,2.02E-05,1.22E-05,0,0.000153345,0,0,0,0,2.62E-05,0.000333946,0,3.35E-06,0.000205694,4.83E-05,3.21E-05,0.000103772,8.26E-05,0.000398158,0.000341534,1.86E-05,7.29E-06,1.36E-05,0,4.22E-05,0,3.07E-05,3.53E-05,0,6.67E-05,3.011130557,0.265967514,2.745163043,8.332713346,19.67911683
8473,8473,Mesh,73.12144241,13.88861643,0.000228744,6.39E-06,0,0.000220292,0.000248402,8.21E-05,2.86E-05,0.000458573,8.46E-06,0,3.13E-06,0,0,3.10E-06,0,0.000536288,0.001439101,0.000423093,4.81E-07,0.000226768,0.00018625,2.54E-05,0.000473661,6.57E-05,0.001001574,0.000473582,0.000699921,2.84E-05,0.000186225,9.60E-06,0.000139851,0,7.46E-05,2.59E-05,2.10E-06,5.94E-06,5.26282118,0.346012999,4.916808181,20.30657014,97.33923683
8478,8478,Mesh,26.20937906,7.179813331,1.77E-05,2.63E-06,0,0.000146522,0.00029083,8.21E-05,5.34E-05,3.25E-05,6.62E-06,0,3.18E-05,0,0,0,0,0.00025178,0.000126451,4.65E-07,0,0.000230548,4.87E-05,6.36E-06,0.000145891,0.000257465,0.00026096,0.000209001,2.61E-05,2.41E-06,8.39E-05,1.78E-05,0.000150956,0,6.13E-05,3.43E-05,6.33E-06,3.61E-05,2.400453568,0.33779961,2.062653959,8.573901162,22.80146543
